2014-08-18 15:14:00,40.6903,-74.1785,B02617
2014-08-15 06:38:00,40.7327,-73.9951,B02598
2014-08-20 08:36:00,40.7401,-73.9821,B02617
2014-08-13 18:31:00,40.7202,-73.9553,B02617
2014-08-06 19:15:00,40.7485,-73.995,B02764
2014-08-22 11:51:00,40.7437,-73.9881,B02617
2014-08-11 16:13:00,40.7245,-73.9906,B02682
2014-08-04 11:56:00,40.8,-73.9528,B02617
2014-08-05 06:21:00,40.7055,-74.0094,B02598
2014-08-11 19:15:00,40.7451,-73.9957,B02598
2014-08-20 23:36:00,40.7542,-73.987,B02682
2014-08-04 21:03:00,40.7546,-73.9838,B02682
2014-08-14 16:47:00,40.7411,-73.9898,B02617
2014-08-07 19:35:00,40.7635,-73.9696,B02682
2014-08-21 09:57:00,40.7166,-73.9545,B02682
2014-08-04 19:07:00,40.7539,-73.9784,B02617
2014-08-21 07:45:00,40.7664,-73.9623,B02598
2014-08-19 12:32:00,40.7282,-73.982,B02764
2014-08-01 03:35:00,40.7284,-73.855,B02617
2014-08-01 21:41:00,40.8103,-73.9647,B02598
2014-08-15 17:45:00,40.7696,-73.9601,B02764
2014-08-06 16:46:00,40.7379,-73.9922,B02682
2014-08-26 13:11:00,40.7544,-73.9771,B02598
2014-08-30 11:52:00,40.768,-73.7854,B02764
2014-08-29 23:21:00,40.6848,-73.9948,B02598
2014-08-04 14:04:00,40.7519,-73.9876,B02598
2014-08-23 23:18:00,40.7193,-74.0087,B02617
2014-08-30 23:13:00,40.7585,-73.9868,B02598
2014-08-11 14:44:00,40.7466,-74.0073,B02617
2014-08-31 09:14:00,40.7644,-73.969,B02617
2014-08-11 19:45:00,40.7665,-73.9862,B02617
2014-08-10 12:24:00,40.726,-73.9965,B02682
2014-08-18 18:47:00,40.7074,-74.0088,B02617
2014-08-18 18:19:00,40.684,-73.977,B02617
2014-08-31 18:43:00,40.7499,-73.9701,B02617
2014-08-14 23:54:00,40.8074,-73.9586,B02682
2014-08-12 14:00:00,40.7471,-73.9854,B02617
2014-08-09 16:33:00,40.7479,-74.0046,B02512
2014-08-19 18:22:00,40.7245,-74.0089,B02598
2014-08-05 16:53:00,40.8095,-74.0168,B02617
2014-08-29 17:14:00,40.7555,-73.9838,B02764
2014-08-02 15:30:00,40.6762,-74.0142,B02682
2014-08-17 16:50:00,40.7351,-73.8747,B02598
2014-08-22 15:12:00,40.6975,-73.9804,B02617
2014-08-07 16:46:00,40.7418,-73.9749,B02598
2014-08-27 12:49:00,40.7211,-73.9841,B02764
2014-08-25 19:55:00,40.7231,-74.0051,B02598
2014-08-08 00:54:00,40.886,-73.9127,B02617
2014-08-26 21:12:00,40.7154,-74.0146,B02682
2014-08-20 20:11:00,40.7541,-73.9819,B02617
2014-08-01 19:11:00,40.7454,-73.9793,B02682
2014-08-08 06:26:00,40.711,-73.9509,B02598
2014-08-31 23:18:00,40.7487,-73.9424,B02682
2014-08-27 14:43:00,40.7507,-73.986,B02764
2014-08-14 18:32:00,40.7711,-73.9494,B02682
2014-08-07 20:24:00,40.7247,-73.9974,B02682
2014-08-25 10:29:00,40.6873,-73.9603,B02617
2014-08-10 18:22:00,40.7641,-73.9731,B02617
2014-08-22 06:04:00,40.7432,-73.9037,B02617
2014-08-21 20:26:00,40.7436,-73.9838,B02598
2014-08-12 16:08:00,40.7641,-73.9799,B02598
2014-08-07 08:48:00,40.7505,-74.001,B02682
2014-08-28 21:24:00,40.6794,-73.9565,B02598
2014-08-19 07:42:00,40.7251,-73.9887,B02682
2014-08-30 16:25:00,40.7712,-73.9602,B02617
2014-08-13 21:02:00,40.7565,-73.9877,B02598
2014-08-07 10:35:00,40.7134,-73.926,B02617
2014-08-17 15:42:00,40.6464,-73.7896,B02682
2014-08-30 22:57:00,40.6335,-73.9072,B02764
2014-08-01 08:49:00,40.7286,-73.9821,B02682
2014-08-27 13:14:00,40.7231,-73.9494,B02598
2014-08-19 16:01:00,40.7199,-74.0004,B02617
2014-08-07 12:54:00,40.7356,-74.0034,B02617
2014-08-01 17:11:00,40.761,-73.9713,B02617
2014-08-25 17:08:00,40.7734,-73.955,B02764
2014-08-24 21:53:00,40.6988,-73.9805,B02617
2014-08-27 08:41:00,40.7267,-73.9993,B02682
2014-08-07 11:21:00,40.7826,-73.9484,B02598
2014-08-22 20:00:00,40.7339,-73.9807,B02598
2014-08-24 19:29:00,40.7041,-74.0067,B02598
2014-08-22 17:29:00,40.7684,-73.8627,B02617
2014-08-21 16:20:00,40.759,-73.9782,B02617
2014-08-16 16:56:00,40.7324,-74.0055,B02598
2014-08-23 16:16:00,40.787,-73.9522,B02617
2014-08-17 18:56:00,40.7283,-73.983,B02598
2014-08-16 03:37:00,40.7645,-73.9818,B02617
2014-08-08 20:03:00,40.7704,-73.9572,B02682
2014-08-16 00:24:00,40.7298,-74.0101,B02617
2014-08-10 11:44:00,40.7573,-73.9796,B02617
2014-08-15 14:46:00,40.7708,-73.949,B02617
2014-08-07 07:42:00,40.7645,-73.9852,B02617
2014-08-23 21:23:00,40.7143,-74.0154,B02682
2014-08-14 23:23:00,40.7168,-74.0089,B02598
2014-08-28 11:06:00,40.7649,-73.9705,B02682
2014-08-31 17:42:00,40.721,-73.9569,B02682
2014-08-31 12:24:00,40.7726,-73.9024,B02617
2014-08-07 21:04:00,40.7716,-73.9823,B02682
2014-08-26 11:55:00,40.6825,-73.9309,B02764
2014-08-07 17:28:00,40.7485,-73.9827,B02682
2014-08-31 21:12:00,40.718,-73.9908,B02682
2014-08-23 18:26:00,40.7129,-73.9372,B02598
2014-08-22 16:36:00,40.7233,-73.9993,B02617
2014-08-09 12:57:00,40.7404,-73.9903,B02598
2014-08-27 17:36:00,40.745,-73.9744,B02682
2014-08-28 12:49:00,40.749,-73.9896,B02617
2014-08-29 04:51:00,40.6463,-73.7767,B02682
2014-08-21 17:53:00,40.6907,-73.9842,B02617
2014-08-14 05:54:00,40.7056,-73.943,B02617
2014-08-12 16:59:00,40.7916,-73.9706,B02598
2014-08-28 12:01:00,40.7235,-73.994,B02617
2014-08-15 14:27:00,40.7734,-73.9592,B02598
2014-08-18 16:00:00,40.7533,-73.989,B02617
2014-08-15 22:46:00,40.7402,-73.9821,B02598
2014-08-08 15:42:00,40.7624,-73.9745,B02617
2014-08-22 10:57:00,40.9481,-74.0759,B02617
2014-08-10 20:17:00,40.6447,-73.7821,B02598
2014-08-28 18:26:00,40.6992,-73.9319,B02617
2014-08-14 17:32:00,40.8139,-73.9407,B02682
2014-08-24 18:54:00,40.7449,-74.0063,B02682
2014-08-20 07:58:00,40.7587,-73.9183,B02617
2014-08-12 16:51:00,40.7471,-73.9815,B02598
2014-08-01 20:50:00,40.7536,-73.9746,B02598
2014-08-28 20:24:00,40.7419,-74.001,B02682
2014-08-07 23:24:00,40.69,-73.9817,B02764
2014-08-25 16:17:00,40.7256,-74.0063,B02682
2014-08-11 05:18:00,40.6953,-73.9285,B02682
2014-08-11 14:15:00,40.7816,-73.9522,B02617
2014-08-13 07:27:00,40.7641,-73.9787,B02682
2014-08-26 12:59:00,40.771,-73.9835,B02682
2014-08-24 13:40:00,40.6655,-73.9263,B02764
2014-08-30 23:25:00,40.7265,-74.0057,B02682
2014-08-11 16:28:00,40.7403,-73.9906,B02598
2014-08-01 08:52:00,40.7841,-73.9566,B02617
2014-08-08 17:04:00,40.7647,-73.984,B02617
2014-08-24 17:10:00,40.7787,-73.974,B02682
2014-08-14 16:11:00,40.7112,-74.0107,B02598
2014-08-11 17:45:00,40.7354,-73.9982,B02617
2014-08-25 17:49:00,40.7616,-73.98,B02617
2014-08-07 18:04:00,40.7157,-74.0155,B02617
2014-08-15 18:13:00,40.7354,-74.0043,B02617
2014-08-04 23:17:00,40.7251,-73.9948,B02598
2014-08-03 21:06:00,40.7263,-73.9842,B02682
2014-08-15 09:12:00,40.764,-73.9732,B02617
2014-08-04 19:24:00,40.7548,-73.9806,B02598
2014-08-05 01:11:00,40.7844,-73.9752,B02617
2014-08-07 16:55:00,40.7535,-73.989,B02617
2014-08-30 10:55:00,40.7136,-73.9972,B02682
2014-08-19 09:29:00,40.7034,-74.0121,B02598
2014-08-28 09:28:00,40.7626,-73.9796,B02617
2014-08-05 22:21:00,40.7456,-74.0053,B02598
2014-08-23 01:42:00,40.7285,-73.9817,B02598
2014-08-28 05:36:00,40.7711,-73.988,B02682
2014-08-01 07:58:00,40.7193,-74.0398,B02682
2014-08-31 14:55:00,40.7205,-73.9895,B02617
2014-08-31 09:52:00,40.6583,-73.9574,B02598
2014-08-02 15:20:00,40.7202,-73.9599,B02617
2014-08-22 20:51:00,40.6811,-73.9799,B02682
